[2025-11-29 17:31:58] [INFO    ] discord.client: logging in using static token
[2025-11-29 17:35:26] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:35:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:36:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:36:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:36:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:36:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:37:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:37:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:38:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:38:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:38:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:38:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:39:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:39:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:40:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:40:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:40:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:40:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:41:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:41:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:42:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:42:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:42:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:43:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:43:41] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:43:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:44:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:44:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:45:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:45:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:45:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:45:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:46:26] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:46:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:47:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:47:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:47:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:47:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:48:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:48:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:49:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:49:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:49:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:49:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:50:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:50:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:51:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:51:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:51:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:51:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:52:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:52:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:53:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:53:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:54:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:54:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:54:41] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:54:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:55:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:55:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:56:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:56:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:56:45] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:56:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:57:26] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:57:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:58:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:58:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:58:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:58:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 17:59:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 17:59:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:00:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-11-29 18:00:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:00:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 7, 'd': None}
[2025-11-29 18:00:40] [DEBUG   ] discord.gateway: Received RECONNECT opcode.
[2025-11-29 18:00:40] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-11-29 18:00:40] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-11-29 18:00:40] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-11-29 18:00:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-w1wl",{"micros":0.0}]']}}
[2025-11-29 18:00:40] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-11-29 18:00:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:00:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'RESUMED', 's': 14, 'op': 0, 'd': {'_trace': ['["gateway-prd-arm-us-east1-b-w1wl",{"micros":558,"calls":["id_created",{"micros":0,"calls":[]},"session_lookup_time",{"micros":266,"calls":[]},"session_lookup_finished",{"micros":8,"calls":[]},"discord-sessions-prd-2-136",{"micros":14}]}]']}}
[2025-11-29 18:00:40] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-29 18:00:40] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session d6ef63bb189517b2d454c2485a1818f0.
[2025-11-29 18:00:40] [DEBUG   ] discord.client: Dispatching event resumed
[2025-11-29 18:01:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:01:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:02:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:02:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:02:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:02:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:03:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:03:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:04:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:04:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:04:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:04:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:05:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:05:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:06:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:06:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:06:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:06:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:07:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:07:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:08:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:08:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:08:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:08:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:09:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:09:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:10:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:10:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:10:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:10:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:11:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:11:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:12:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:12:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:13:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:13:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:13:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:13:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:14:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:14:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:15:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:15:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:15:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:15:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:16:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:16:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:17:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:17:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:17:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:17:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:18:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:18:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:19:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:19:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:19:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:19:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:20:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:20:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:21:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:21:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:21:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:21:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:22:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:22:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:23:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:23:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:24:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:24:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:24:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:24:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:25:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:25:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:26:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:26:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:26:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:26:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:27:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:27:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:28:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:28:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:28:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:28:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:29:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:29:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:30:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:30:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:30:55] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:30:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:31:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:31:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:32:18] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:32:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:32:59] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:32:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:33:41] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:33:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-29 18:34:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-11-29 18:34:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
